[125, 0, 25, -10, 0],22967
[125, 0, 25, -10, 50],9250
[125, 0, 25, -10, 100],50
[125, 0, 25, -10, 150],0
[125, 0, 25, -10, 200],0
[125, 0, 25, -10, 250],0
[125, 0, 25, -10, 300],366
[125, 0, 25, -5, 0],99
[125, 0, 25, -5, 50],106
[125, 0, 25, -5, 100],0
[125, 0, 25, -5, 150],0
[125, 0, 25, -5, 200],0
[125, 0, 25, -5, 250],0
[125, 0, 25, -5, 300],5
[125, 0, 25, 0, 0],74027
[125, 0, 25, 0, 50],43774
[125, 0, 25, 0, 100],305
[125, 0, 25, 0, 150],0
[125, 0, 25, 0, 200],0
[125, 0, 25, 0, 250],0
[125, 0, 25, 0, 300],0
[125, 0, 25, 5, 0],6335
[125, 0, 25, 5, 50],41780
[125, 0, 25, 5, 100],401
[125, 0, 25, 5, 150],0
[125, 0, 25, 5, 200],0
[125, 0, 25, 5, 250],0
[125, 0, 25, 5, 300],0
[125, 0, 25, 10, 0],0
[125, 0, 25, 10, 50],1562
[125, 0, 25, 10, 100],497
[125, 0, 25, 10, 150],0
[125, 0, 25, 10, 200],0
[125, 0, 25, 10, 250],0
[125, 0, 25, 10, 300],0
[125, 50, 25, -10, 0],85451
[125, 50, 25, -10, 50],17351
[125, 50, 25, -10, 100],126
[125, 50, 25, -10, 150],0
[125, 50, 25, -10, 200],0
[125, 50, 25, -10, 250],0
[125, 50, 25, -10, 300],2365
[125, 50, 25, -5, 0],427
[125, 50, 25, -5, 50],118
[125, 50, 25, -5, 100],0
[125, 50, 25, -5, 150],0
[125, 50, 25, -5, 200],0
[125, 50, 25, -5, 250],0
[125, 50, 25, -5, 300],39
[125, 50, 25, 0, 0],245582
[125, 50, 25, 0, 50],80078
[125, 50, 25, 0, 100],277
[125, 50, 25, 0, 150],0
[125, 50, 25, 0, 200],0
[125, 50, 25, 0, 250],0
[125, 50, 25, 0, 300],0
[125, 50, 25, 5, 0],16552
[125, 50, 25, 5, 50],31024
[125, 50, 25, 5, 100],184
[125, 50, 25, 5, 150],0
[125, 50, 25, 5, 200],0
[125, 50, 25, 5, 250],0
[125, 50, 25, 5, 300],0
[125, 50, 25, 10, 0],0
[125, 50, 25, 10, 50],1229
[125, 50, 25, 10, 100],370
[125, 50, 25, 10, 150],0
[125, 50, 25, 10, 200],0
[125, 50, 25, 10, 250],0
[125, 50, 25, 10, 300],0
[125, 100, 25, -10, 0],101050
[125, 100, 25, -10, 50],14483
[125, 100, 25, -10, 100],189
[125, 100, 25, -10, 150],2
[125, 100, 25, -10, 200],0
[125, 100, 25, -10, 250],0
[125, 100, 25, -10, 300],3540
[125, 100, 25, -5, 0],788
[125, 100, 25, -5, 50],166
[125, 100, 25, -5, 100],1
[125, 100, 25, -5, 150],0
[125, 100, 25, -5, 200],0
[125, 100, 25, -5, 250],0
[125, 100, 25, -5, 300],77
[125, 100, 25, 0, 0],269671
[125, 100, 25, 0, 50],58192
[125, 100, 25, 0, 100],451
[125, 100, 25, 0, 150],2
[125, 100, 25, 0, 200],0
[125, 100, 25, 0, 250],0
[125, 100, 25, 0, 300],0
[125, 100, 25, 5, 0],17290
[125, 100, 25, 5, 50],19174
[125, 100, 25, 5, 100],217
[125, 100, 25, 5, 150],3
[125, 100, 25, 5, 200],0
[125, 100, 25, 5, 250],0
[125, 100, 25, 5, 300],0
[125, 100, 25, 10, 0],0
[125, 100, 25, 10, 50],692
[125, 100, 25, 10, 100],158
[125, 100, 25, 10, 150],2
[125, 100, 25, 10, 200],0
[125, 100, 25, 10, 250],0
[125, 100, 25, 10, 300],0
[125, 150, 25, -10, 0],124685
[125, 150, 25, -10, 50],28152
[125, 150, 25, -10, 100],871
[125, 150, 25, -10, 150],21
[125, 150, 25, -10, 200],0
[125, 150, 25, -10, 250],0
[125, 150, 25, -10, 300],4561
[125, 150, 25, -5, 0],2461
[125, 150, 25, -5, 50],845
[125, 150, 25, -5, 100],45
[125, 150, 25, -5, 150],0
[125, 150, 25, -5, 200],0
[125, 150, 25, -5, 250],0
[125, 150, 25, -5, 300],175
[125, 150, 25, 0, 0],317067
[125, 150, 25, 0, 50],66689
[125, 150, 25, 0, 100],1355
[125, 150, 25, 0, 150],18
[125, 150, 25, 0, 200],1
[125, 150, 25, 0, 250],0
[125, 150, 25, 0, 300],0
[125, 150, 25, 5, 0],24231
[125, 150, 25, 5, 50],22283
[125, 150, 25, 5, 100],466
[125, 150, 25, 5, 150],5
[125, 150, 25, 5, 200],0
[125, 150, 25, 5, 250],0
[125, 150, 25, 5, 300],0
[125, 150, 25, 10, 0],0
[125, 150, 25, 10, 50],901
[125, 150, 25, 10, 100],250
[125, 150, 25, 10, 150],6
[125, 150, 25, 10, 200],0
[125, 150, 25, 10, 250],0
[125, 150, 25, 10, 300],0
[125, 200, 25, -10, 0],85604
[125, 200, 25, -10, 50],248714
[125, 200, 25, -10, 100],43560
[125, 200, 25, -10, 150],119
[125, 200, 25, -10, 200],6
[125, 200, 25, -10, 250],0
[125, 200, 25, -10, 300],140
[125, 200, 25, -5, 0],4691
[125, 200, 25, -5, 50],36478
[125, 200, 25, -5, 100],2893
[125, 200, 25, -5, 150],0
[125, 200, 25, -5, 200],0
[125, 200, 25, -5, 250],0
[125, 200, 25, -5, 300],4
[125, 200, 25, 0, 0],61679
[125, 200, 25, 0, 50],75928
[125, 200, 25, 0, 100],16906
[125, 200, 25, 0, 150],433
[125, 200, 25, 0, 200],6
[125, 200, 25, 0, 250],0
[125, 200, 25, 0, 300],0
[125, 200, 25, 5, 0],20
[125, 200, 25, 5, 50],588
[125, 200, 25, 5, 100],822
[125, 200, 25, 5, 150],174
[125, 200, 25, 5, 200],0
[125, 200, 25, 5, 250],0
[125, 200, 25, 5, 300],0
[125, 200, 25, 10, 0],0
[125, 200, 25, 10, 50],0
[125, 200, 25, 10, 100],3
[125, 200, 25, 10, 150],4
[125, 200, 25, 10, 200],6
[125, 200, 25, 10, 250],0
[125, 200, 25, 10, 300],0
[125, 250, 25, -10, 0],8
[125, 250, 25, -10, 50],27626
[125, 250, 25, -10, 100],249503
[125, 250, 25, -10, 150],13441
[125, 250, 25, -10, 200],0
[125, 250, 25, -10, 250],0
[125, 250, 25, -10, 300],0
[125, 250, 25, -5, 0],0
[125, 250, 25, -5, 50],1168
[125, 250, 25, -5, 100],29666
[125, 250, 25, -5, 150],1425
[125, 250, 25, -5, 200],0
[125, 250, 25, -5, 250],0
[125, 250, 25, -5, 300],0
[125, 250, 25, 0, 0],0
[125, 250, 25, 0, 50],2837
[125, 250, 25, 0, 100],57454
[125, 250, 25, 0, 150],27610
[125, 250, 25, 0, 200],0
[125, 250, 25, 0, 250],0
[125, 250, 25, 0, 300],0
[125, 250, 25, 5, 0],0
[125, 250, 25, 5, 50],0
[125, 250, 25, 5, 100],0
[125, 250, 25, 5, 150],10234
[125, 250, 25, 5, 200],0
[125, 250, 25, 5, 250],0
[125, 250, 25, 5, 300],0
[125, 250, 25, 10, 0],0
[125, 250, 25, 10, 50],1788
[125, 250, 25, 10, 100],9298
[125, 250, 25, 10, 150],2174
[125, 250, 25, 10, 200],0
[125, 250, 25, 10, 250],0
[125, 250, 25, 10, 300],0
[250, 0, 150, -10, 0],1255
[250, 0, 150, -10, 50],869
[250, 0, 150, -10, 100],3803
[250, 0, 150, -10, 150],28802
[250, 0, 150, -10, 200],5656
[250, 0, 150, -10, 250],27
[250, 0, 150, -10, 300],178
[250, 0, 150, -5, 0],52
[250, 0, 150, -5, 50],38
[250, 0, 150, -5, 100],37
[250, 0, 150, -5, 150],255
[250, 0, 150, -5, 200],43
[250, 0, 150, -5, 250],0
[250, 0, 150, -5, 300],2
[250, 0, 150, 0, 0],1416
[250, 0, 150, 0, 50],2162
[250, 0, 150, 0, 100],10702
[250, 0, 150, 0, 150],77301
[250, 0, 150, 0, 200],16526
[250, 0, 150, 0, 250],55
[250, 0, 150, 0, 300],0
[250, 0, 150, 5, 0],152
[250, 0, 150, 5, 50],969
[250, 0, 150, 5, 100],3645
[250, 0, 150, 5, 150],28363
[250, 0, 150, 5, 200],8069
[250, 0, 150, 5, 250],10
[250, 0, 150, 5, 300],0
[250, 0, 150, 10, 0],0
[250, 0, 150, 10, 50],164
[250, 0, 150, 10, 100],1866
[250, 0, 150, 10, 150],9027
[250, 0, 150, 10, 200],4405
[250, 0, 150, 10, 250],56
[250, 0, 150, 10, 300],0
[250, 50, 150, -10, 0],8064
[250, 50, 150, -10, 50],7834
[250, 50, 150, -10, 100],21994
[250, 50, 150, -10, 150],39738
[250, 50, 150, -10, 200],6774
[250, 50, 150, -10, 250],48
[250, 50, 150, -10, 300],1138
[250, 50, 150, -5, 0],309
[250, 50, 150, -5, 50],318
[250, 50, 150, -5, 100],236
[250, 50, 150, -5, 150],195
[250, 50, 150, -5, 200],57
[250, 50, 150, -5, 250],0
[250, 50, 150, -5, 300],33
[250, 50, 150, 0, 0],10881
[250, 50, 150, 0, 50],21392
[250, 50, 150, 0, 100],69979
[250, 50, 150, 0, 150],117874
[250, 50, 150, 0, 200],18185
[250, 50, 150, 0, 250],87
[250, 50, 150, 0, 300],0
[250, 50, 150, 5, 0],1538
[250, 50, 150, 5, 50],12853
[250, 50, 150, 5, 100],39299
[250, 50, 150, 5, 150],49884
[250, 50, 150, 5, 200],6919
[250, 50, 150, 5, 250],26
[250, 50, 150, 5, 300],0
[250, 50, 150, 10, 0],0
[250, 50, 150, 10, 50],3085
[250, 50, 150, 10, 100],24072
[250, 50, 150, 10, 150],41901
[250, 50, 150, 10, 200],11301
[250, 50, 150, 10, 250],277
[250, 50, 150, 10, 300],0
[250, 100, 150, -10, 0],17782
[250, 100, 150, -10, 50],17528
[250, 100, 150, -10, 100],25977
[250, 100, 150, -10, 150],10260
[250, 100, 150, -10, 200],559
[250, 100, 150, -10, 250],4
[250, 100, 150, -10, 300],2285
[250, 100, 150, -5, 0],585
[250, 100, 150, -5, 50],247
[250, 100, 150, -5, 100],121
[250, 100, 150, -5, 150],88
[250, 100, 150, -5, 200],0
[250, 100, 150, -5, 250],0
[250, 100, 150, -5, 300],51
[250, 100, 150, 0, 0],40311
[250, 100, 150, 0, 50],53816
[250, 100, 150, 0, 100],80454
[250, 100, 150, 0, 150],35936
[250, 100, 150, 0, 200],1554
[250, 100, 150, 0, 250],6
[250, 100, 150, 0, 300],0
[250, 100, 150, 5, 0],8078
[250, 100, 150, 5, 50],47750
[250, 100, 150, 5, 100],38689
[250, 100, 150, 5, 150],20945
[250, 100, 150, 5, 200],1293
[250, 100, 150, 5, 250],1
[250, 100, 150, 5, 300],0
[250, 100, 150, 10, 0],0
[250, 100, 150, 10, 50],17007
[250, 100, 150, 10, 100],55289
[250, 100, 150, 10, 150],20556
[250, 100, 150, 10, 200],2581
[250, 100, 150, 10, 250],46
[250, 100, 150, 10, 300],0
[250, 150, 150, -10, 0],65162
[250, 150, 150, -10, 50],26510
[250, 150, 150, -10, 100],11763
[250, 150, 150, -10, 150],3327
[250, 150, 150, -10, 200],52
[250, 150, 150, -10, 250],0
[250, 150, 150, -10, 300],3624
[250, 150, 150, -5, 0],2339
[250, 150, 150, -5, 50],788
[250, 150, 150, -5, 100],153
[250, 150, 150, -5, 150],42
[250, 150, 150, -5, 200],0
[250, 150, 150, -5, 250],0
[250, 150, 150, -5, 300],144
[250, 150, 150, 0, 0],186322
[250, 150, 150, 0, 50],63834
[250, 150, 150, 0, 100],25310
[250, 150, 150, 0, 150],7577
[250, 150, 150, 0, 200],129
[250, 150, 150, 0, 250],0
[250, 150, 150, 0, 300],0
[250, 150, 150, 5, 0],31151
[250, 150, 150, 5, 50],91713
[250, 150, 150, 5, 100],13122
[250, 150, 150, 5, 150],3475
[250, 150, 150, 5, 200],68
[250, 150, 150, 5, 250],0
[250, 150, 150, 5, 300],0
[250, 150, 150, 10, 0],0
[250, 150, 150, 10, 50],23999
[250, 150, 150, 10, 100],28892
[250, 150, 150, 10, 150],4728
[250, 150, 150, 10, 200],227
[250, 150, 150, 10, 250],0
[250, 150, 150, 10, 300],0
[250, 200, 150, -10, 0],83195
[250, 200, 150, -10, 50],221679
[250, 200, 150, -10, 100],45378
[250, 200, 150, -10, 150],1640
[250, 200, 150, -10, 200],18
[250, 200, 150, -10, 250],0
[250, 200, 150, -10, 300],126
[250, 200, 150, -5, 0],3941
[250, 200, 150, -5, 50],37550
[250, 200, 150, -5, 100],2299
[250, 200, 150, -5, 150],4
[250, 200, 150, -5, 200],0
[250, 200, 150, -5, 250],0
[250, 200, 150, -5, 300],6
[250, 200, 150, 0, 0],59878
[250, 200, 150, 0, 50],60822
[250, 200, 150, 0, 100],40795
[250, 200, 150, 0, 150],4955
[250, 200, 150, 0, 200],7
[250, 200, 150, 0, 250],0
[250, 200, 150, 0, 300],0
[250, 200, 150, 5, 0],12
[250, 200, 150, 5, 50],787
[250, 200, 150, 5, 100],6040
[250, 200, 150, 5, 150],3325
[250, 200, 150, 5, 200],1
[250, 200, 150, 5, 250],0
[250, 200, 150, 5, 300],0
[250, 200, 150, 10, 0],0
[250, 200, 150, 10, 50],0
[250, 200, 150, 10, 100],81
[250, 200, 150, 10, 150],252
[250, 200, 150, 10, 200],40
[250, 200, 150, 10, 250],0
[250, 200, 150, 10, 300],0
[250, 250, 150, -10, 0],27
[250, 250, 150, -10, 50],25046
[250, 250, 150, -10, 100],247956
[250, 250, 150, -10, 150],13405
[250, 250, 150, -10, 200],0
[250, 250, 150, -10, 250],0
[250, 250, 150, -10, 300],0
[250, 250, 150, -5, 0],0
[250, 250, 150, -5, 50],1143
[250, 250, 150, -5, 100],28874
[250, 250, 150, -5, 150],1392
[250, 250, 150, -5, 200],0
[250, 250, 150, -5, 250],0
[250, 250, 150, -5, 300],0
[250, 250, 150, 0, 0],0
[250, 250, 150, 0, 50],676
[250, 250, 150, 0, 100],62997
[250, 250, 150, 0, 150],29526
[250, 250, 150, 0, 200],0
[250, 250, 150, 0, 250],0
[250, 250, 150, 0, 300],0
[250, 250, 150, 5, 0],0
[250, 250, 150, 5, 50],0
[250, 250, 150, 5, 100],0
[250, 250, 150, 5, 150],10255
[250, 250, 150, 5, 200],0
[250, 250, 150, 5, 250],0
[250, 250, 150, 5, 300],0
[250, 250, 150, 10, 0],0
[250, 250, 150, 10, 50],741
[250, 250, 150, 10, 100],5590
[250, 250, 150, 10, 150],2149
[250, 250, 150, 10, 200],0
[250, 250, 150, 10, 250],0
[250, 250, 150, 10, 300],0
